location,date,vaccine,total_vaccinations
European Union,2023-03-12,Johnson&Johnson,18693606
European Union,2023-03-12,Moderna,156657021
European Union,2023-03-12,Novavax,307765
European Union,2023-03-12,Oxford/AstraZeneca,67164156
European Union,2023-03-12,Pfizer/BioNTech,667995682
European Union,2023-03-12,Sanofi/GSK,4526
European Union,2023-03-12,Sinopharm/Beijing,2320465
European Union,2023-03-12,Sinovac,10362
European Union,2023-03-12,Sputnik V,1845403
European Union,2023-03-12,Valneva,9454
European Union,2023-03-13,Covaxin,169
European Union,2023-03-13,Johnson&Johnson,18693616
European Union,2023-03-13,Moderna,156657772
European Union,2023-03-13,Novavax,307791
European Union,2023-03-13,Oxford/AstraZeneca,67164156
European Union,2023-03-13,Pfizer/BioNTech,667998682
European Union,2023-03-13,Sanofi/GSK,4533
European Union,2023-03-13,Sinopharm/Beijing,2320465
European Union,2023-03-13,Sinovac,10362
European Union,2023-03-13,Sputnik V,1845403
European Union,2023-03-13,Valneva,9454
European Union,2023-03-14,Covaxin,169
European Union,2023-03-14,Johnson&Johnson,18693624
European Union,2023-03-14,Moderna,156658370
European Union,2023-03-14,Novavax,307815
European Union,2023-03-14,Oxford/AstraZeneca,67164156
European Union,2023-03-14,Pfizer/BioNTech,668003316
European Union,2023-03-14,Sanofi/GSK,4574
European Union,2023-03-14,Sinopharm/Beijing,2320465
European Union,2023-03-14,Sinovac,10362
European Union,2023-03-14,Sputnik V,1845403
European Union,2023-03-14,Valneva,9514
European Union,2023-03-15,Covaxin,169
European Union,2023-03-15,Johnson&Johnson,18693629
European Union,2023-03-15,Moderna,156658913
European Union,2023-03-15,Novavax,307830
European Union,2023-03-15,Oxford/AstraZeneca,67164156
European Union,2023-03-15,Pfizer/BioNTech,668007260
European Union,2023-03-15,Sanofi/GSK,4586
European Union,2023-03-15,Sinopharm/Beijing,2320465
European Union,2023-03-15,Sinovac,10362
European Union,2023-03-15,Sputnik V,1845403
European Union,2023-03-15,Valneva,9658
European Union,2023-03-16,Covaxin,169
European Union,2023-03-16,Johnson&Johnson,18693637
European Union,2023-03-16,Moderna,156659582
European Union,2023-03-16,Novavax,307846
European Union,2023-03-16,Oxford/AstraZeneca,67164156
European Union,2023-03-16,Pfizer/BioNTech,668011686
European Union,2023-03-16,Sanofi/GSK,4610
European Union,2023-03-16,Sinopharm/Beijing,2320465
European Union,2023-03-16,Sinovac,10362
European Union,2023-03-16,Sputnik V,1845403
European Union,2023-03-16,Valneva,9683
European Union,2023-03-17,Covaxin,169
European Union,2023-03-17,Johnson&Johnson,18694161
European Union,2023-03-17,Moderna,156662906
European Union,2023-03-17,Novavax,307978
European Union,2023-03-17,Oxford/AstraZeneca,67164162
European Union,2023-03-17,Pfizer/BioNTech,668076999
European Union,2023-03-17,Sanofi/GSK,4651
European Union,2023-03-17,Sinopharm/Beijing,2320478
European Union,2023-03-17,Sinovac,10362
European Union,2023-03-17,Sputnik V,1845403
European Union,2023-03-17,Valneva,9774
European Union,2023-03-18,Covaxin,169
European Union,2023-03-18,Johnson&Johnson,18694163
European Union,2023-03-18,Moderna,156663102
European Union,2023-03-18,Novavax,308005
European Union,2023-03-18,Oxford/AstraZeneca,67164168
European Union,2023-03-18,Pfizer/BioNTech,668078945
European Union,2023-03-18,Sanofi/GSK,4656
European Union,2023-03-18,Sinopharm/Beijing,2320478
European Union,2023-03-18,Sinovac,10362
European Union,2023-03-18,Sputnik V,1845403
European Union,2023-03-18,Valneva,9774
European Union,2023-03-19,Covaxin,169
European Union,2023-03-19,Johnson&Johnson,18694163
European Union,2023-03-19,Moderna,156663156
European Union,2023-03-19,Novavax,308014
European Union,2023-03-19,Oxford/AstraZeneca,67164168
European Union,2023-03-19,Pfizer/BioNTech,668079069
European Union,2023-03-19,Sanofi/GSK,4662
European Union,2023-03-19,Sinopharm/Beijing,2320478
European Union,2023-03-19,Sinovac,10362
European Union,2023-03-19,Sputnik V,1845403
European Union,2023-03-19,Valneva,9774
European Union,2023-03-20,Covaxin,169
European Union,2023-03-20,Johnson&Johnson,18694167
European Union,2023-03-20,Moderna,156663742
European Union,2023-03-20,Novavax,308039
European Union,2023-03-20,Oxford/AstraZeneca,67164168
European Union,2023-03-20,Pfizer/BioNTech,668082054
European Union,2023-03-20,Sanofi/GSK,4683
European Union,2023-03-20,Sinopharm/Beijing,2320478
European Union,2023-03-20,Sinovac,10362
European Union,2023-03-20,Sputnik V,1845403
European Union,2023-03-20,Valneva,9794
European Union,2023-03-21,Covaxin,169
European Union,2023-03-21,Johnson&Johnson,18694170
European Union,2023-03-21,Moderna,156664281
European Union,2023-03-21,Novavax,308052
European Union,2023-03-21,Oxford/AstraZeneca,67164168
European Union,2023-03-21,Pfizer/BioNTech,668086432
European Union,2023-03-21,Sanofi/GSK,4695
European Union,2023-03-21,Sinopharm/Beijing,2320478
European Union,2023-03-21,Sinovac,10362
European Union,2023-03-21,Sputnik V,1845403
European Union,2023-03-21,Valneva,9805
European Union,2023-03-22,Covaxin,169
European Union,2023-03-22,Johnson&Johnson,18694185
European Union,2023-03-22,Moderna,156664823
European Union,2023-03-22,Novavax,308061
European Union,2023-03-22,Oxford/AstraZeneca,67164168
European Union,2023-03-22,Pfizer/BioNTech,668089909
European Union,2023-03-22,Sanofi/GSK,4706
European Union,2023-03-22,Sinopharm/Beijing,2320478
European Union,2023-03-22,Sinovac,10362
European Union,2023-03-22,Sputnik V,1845403
European Union,2023-03-22,Valneva,9827
European Union,2023-03-23,Covaxin,169
European Union,2023-03-23,Johnson&Johnson,18694194
European Union,2023-03-23,Moderna,156665299
European Union,2023-03-23,Novavax,308073
European Union,2023-03-23,Oxford/AstraZeneca,67164168
European Union,2023-03-23,Pfizer/BioNTech,668093473
European Union,2023-03-23,Sanofi/GSK,4735
European Union,2023-03-23,Sinopharm/Beijing,2320478
European Union,2023-03-23,Sinovac,10362
European Union,2023-03-23,Sputnik V,1845403
European Union,2023-03-23,Valneva,9855
European Union,2023-03-24,Covaxin,169
European Union,2023-03-24,Johnson&Johnson,18694653
European Union,2023-03-24,Moderna,156668436
European Union,2023-03-24,Novavax,308195
European Union,2023-03-24,Oxford/AstraZeneca,67164174
European Union,2023-03-24,Pfizer/BioNTech,667001011
European Union,2023-03-24,Sanofi/GSK,4770
European Union,2023-03-24,Sinopharm/Beijing,2320524
European Union,2023-03-24,Sinovac,10363
European Union,2023-03-24,Sputnik V,1845403
European Union,2023-03-24,Valneva,9907
European Union,2023-03-25,Covaxin,169
European Union,2023-03-25,Johnson&Johnson,18694660
European Union,2023-03-25,Moderna,156668744
European Union,2023-03-25,Novavax,308228
European Union,2023-03-25,Oxford/AstraZeneca,67164178
European Union,2023-03-25,Pfizer/BioNTech,667002656
European Union,2023-03-25,Sanofi/GSK,4778
European Union,2023-03-25,Sinopharm/Beijing,2320524
European Union,2023-03-25,Sinovac,10363
European Union,2023-03-25,Sputnik V,1845403
European Union,2023-03-25,Valneva,9929
European Union,2023-03-26,Covaxin,169
European Union,2023-03-26,Johnson&Johnson,18694660
European Union,2023-03-26,Moderna,156668811
European Union,2023-03-26,Novavax,308237
European Union,2023-03-26,Oxford/AstraZeneca,67164178
European Union,2023-03-26,Pfizer/BioNTech,667002784
European Union,2023-03-26,Sanofi/GSK,4780
European Union,2023-03-26,Sinopharm/Beijing,2320524
European Union,2023-03-26,Sinovac,10363
European Union,2023-03-26,Sputnik V,1845403
European Union,2023-03-26,Valneva,9929
European Union,2023-03-27,Covaxin,169
European Union,2023-03-27,Johnson&Johnson,18694662
European Union,2023-03-27,Moderna,156669290
European Union,2023-03-27,Novavax,308265
European Union,2023-03-27,Oxford/AstraZeneca,67164178
European Union,2023-03-27,Pfizer/BioNTech,667005511
European Union,2023-03-27,Sanofi/GSK,4789
European Union,2023-03-27,Sinopharm/Beijing,2320524
European Union,2023-03-27,Sinovac,10363
European Union,2023-03-27,Sputnik V,1845403
European Union,2023-03-27,Valneva,9958
European Union,2023-03-28,Covaxin,169
European Union,2023-03-28,Johnson&Johnson,18694669
European Union,2023-03-28,Moderna,156669773
European Union,2023-03-28,Novavax,308281
European Union,2023-03-28,Oxford/AstraZeneca,67164178
European Union,2023-03-28,Pfizer/BioNTech,667009353
European Union,2023-03-28,Sanofi/GSK,4816
European Union,2023-03-28,Sinopharm/Beijing,2320524
European Union,2023-03-28,Sinovac,10363
European Union,2023-03-28,Sputnik V,1845403
European Union,2023-03-28,Valneva,9973
European Union,2023-03-29,Covaxin,169
European Union,2023-03-29,Johnson&Johnson,18694672
European Union,2023-03-29,Moderna,156670190
European Union,2023-03-29,Novavax,308296
European Union,2023-03-29,Oxford/AstraZeneca,67164178
European Union,2023-03-29,Pfizer/BioNTech,667012445
European Union,2023-03-29,Sanofi/GSK,4835
European Union,2023-03-29,Sinopharm/Beijing,2320524
European Union,2023-03-29,Sinovac,10363
European Union,2023-03-29,Sputnik V,1845403
European Union,2023-03-29,Valneva,9974
European Union,2023-03-30,Covaxin,169
European Union,2023-03-30,Johnson&Johnson,18694675
European Union,2023-03-30,Moderna,156670675
European Union,2023-03-30,Novavax,308309
European Union,2023-03-30,Oxford/AstraZeneca,67164178
European Union,2023-03-30,Pfizer/BioNTech,667016748
European Union,2023-03-30,Sanofi/GSK,4874
European Union,2023-03-30,Sinopharm/Beijing,2320524
European Union,2023-03-30,Sinovac,10363
European Union,2023-03-30,Sputnik V,1845403
European Union,2023-03-30,Valneva,9997
European Union,2023-03-31,Covaxin,169
European Union,2023-03-31,Johnson&Johnson,18695127
European Union,2023-03-31,Moderna,151395141
European Union,2023-03-31,Novavax,308384
European Union,2023-03-31,Oxford/AstraZeneca,67164266
European Union,2023-03-31,Pfizer/BioNTech,667068490
European Union,2023-03-31,Sanofi/GSK,4942
European Union,2023-03-31,Sinopharm/Beijing,2320578
European Union,2023-03-31,Sinovac,10363
European Union,2023-03-31,Sputnik V,1845403
European Union,2023-03-31,Valneva,10054
European Union,2023-04-01,Covaxin,169
European Union,2023-04-01,Johnson&Johnson,18695129
European Union,2023-04-01,Moderna,151395257
European Union,2023-04-01,Novavax,308401
European Union,2023-04-01,Oxford/AstraZeneca,67164266
European Union,2023-04-01,Pfizer/BioNTech,667069985
European Union,2023-04-01,Sanofi/GSK,4960
European Union,2023-04-01,Sinopharm/Beijing,2320578
European Union,2023-04-01,Sinovac,10363
European Union,2023-04-01,Sputnik V,1845403
European Union,2023-04-01,Valneva,10082
European Union,2023-04-02,Covaxin,169
European Union,2023-04-02,Johnson&Johnson,18695131
European Union,2023-04-02,Moderna,151395272
European Union,2023-04-02,Novavax,308401
European Union,2023-04-02,Oxford/AstraZeneca,67164266
European Union,2023-04-02,Pfizer/BioNTech,667070088
European Union,2023-04-02,Sanofi/GSK,4961
European Union,2023-04-02,Sinopharm/Beijing,2320578
European Union,2023-04-02,Sinovac,10363
European Union,2023-04-02,Sputnik V,1845403
European Union,2023-04-02,Valneva,10082
European Union,2023-04-03,Covaxin,169
European Union,2023-04-03,Johnson&Johnson,18695133
European Union,2023-04-03,Moderna,151395527
European Union,2023-04-03,Novavax,308419
European Union,2023-04-03,Oxford/AstraZeneca,67164266
European Union,2023-04-03,Pfizer/BioNTech,667072348
European Union,2023-04-03,Sanofi/GSK,4967
European Union,2023-04-03,Sinopharm/Beijing,2320578
European Union,2023-04-03,Sinovac,10363
European Union,2023-04-03,Sputnik V,1845403
European Union,2023-04-03,Valneva,10083
European Union,2023-04-04,Covaxin,169
European Union,2023-04-04,Johnson&Johnson,18695133
European Union,2023-04-04,Moderna,151395856
European Union,2023-04-04,Novavax,308440
European Union,2023-04-04,Oxford/AstraZeneca,67164266
European Union,2023-04-04,Pfizer/BioNTech,667075234
European Union,2023-04-04,Sanofi/GSK,4974
European Union,2023-04-04,Sinopharm/Beijing,2320578
European Union,2023-04-04,Sinovac,10363
European Union,2023-04-04,Sputnik V,1845403
European Union,2023-04-04,Valneva,10083
European Union,2023-04-05,Covaxin,169
European Union,2023-04-05,Johnson&Johnson,18695138
European Union,2023-04-05,Moderna,151396102
European Union,2023-04-05,Novavax,308450
European Union,2023-04-05,Oxford/AstraZeneca,67164266
European Union,2023-04-05,Pfizer/BioNTech,667077643
European Union,2023-04-05,Sanofi/GSK,4977
European Union,2023-04-05,Sinopharm/Beijing,2320578
European Union,2023-04-05,Sinovac,10363
European Union,2023-04-05,Sputnik V,1845403
European Union,2023-04-05,Valneva,10109
European Union,2023-04-06,Covaxin,169
European Union,2023-04-06,Johnson&Johnson,18695154
European Union,2023-04-06,Moderna,151396361
European Union,2023-04-06,Novavax,308501
European Union,2023-04-06,Oxford/AstraZeneca,67164266
European Union,2023-04-06,Pfizer/BioNTech,667080126
European Union,2023-04-06,Sanofi/GSK,4989
European Union,2023-04-06,Sinopharm/Beijing,2320578
European Union,2023-04-06,Sinovac,10363
European Union,2023-04-06,Sputnik V,1845403
European Union,2023-04-06,Valneva,10150
European Union,2023-04-07,Covaxin,169
European Union,2023-04-07,Johnson&Johnson,18695576
European Union,2023-04-07,Moderna,155095936
European Union,2023-04-07,Novavax,308599
European Union,2023-04-07,Oxford/AstraZeneca,67164269
European Union,2023-04-07,Pfizer/BioNTech,668254973
European Union,2023-04-07,Sanofi/GSK,5006
European Union,2023-04-07,Sinopharm/Beijing,2320600
European Union,2023-04-07,Sinovac,10363
European Union,2023-04-07,Sputnik V,1845403
European Union,2023-04-07,Valneva,10154
European Union,2023-04-08,Covaxin,169
European Union,2023-04-08,Johnson&Johnson,18695576
European Union,2023-04-08,Moderna,155096020
European Union,2023-04-08,Novavax,308605
European Union,2023-04-08,Oxford/AstraZeneca,67164269
European Union,2023-04-08,Pfizer/BioNTech,668255828
European Union,2023-04-08,Sanofi/GSK,5007
European Union,2023-04-08,Sinopharm/Beijing,2320600
European Union,2023-04-08,Sinovac,10363
European Union,2023-04-08,Sputnik V,1845403
European Union,2023-04-08,Valneva,10154
European Union,2023-04-09,Covaxin,169
European Union,2023-04-09,Johnson&Johnson,18695576
European Union,2023-04-09,Moderna,155096025
European Union,2023-04-09,Novavax,308605
European Union,2023-04-09,Oxford/AstraZeneca,67164269
European Union,2023-04-09,Pfizer/BioNTech,668255886
European Union,2023-04-09,Sanofi/GSK,5007
European Union,2023-04-09,Sinopharm/Beijing,2320600
European Union,2023-04-09,Sinovac,10363
European Union,2023-04-09,Sputnik V,1845403
European Union,2023-04-09,Valneva,10154
European Union,2023-04-10,Covaxin,169
European Union,2023-04-10,Johnson&Johnson,18695578
European Union,2023-04-10,Moderna,155096039
European Union,2023-04-10,Novavax,308605
European Union,2023-04-10,Oxford/AstraZeneca,67164269
European Union,2023-04-10,Pfizer/BioNTech,668256003
European Union,2023-04-10,Sanofi/GSK,5009
European Union,2023-04-10,Sinopharm/Beijing,2320600
European Union,2023-04-10,Sinovac,10363
European Union,2023-04-10,Sputnik V,1845403
European Union,2023-04-10,Valneva,10154
European Union,2023-04-11,Covaxin,169
European Union,2023-04-11,Johnson&Johnson,18695580
European Union,2023-04-11,Moderna,155096338
European Union,2023-04-11,Novavax,308617
European Union,2023-04-11,Oxford/AstraZeneca,67164269
European Union,2023-04-11,Pfizer/BioNTech,668258226
European Union,2023-04-11,Sanofi/GSK,5014
European Union,2023-04-11,Sinopharm/Beijing,2320600
European Union,2023-04-11,Sinovac,10363
European Union,2023-04-11,Sputnik V,1845403
European Union,2023-04-11,Valneva,10154
European Union,2023-04-12,Covaxin,169
European Union,2023-04-12,Johnson&Johnson,18695584
European Union,2023-04-12,Moderna,155096591
European Union,2023-04-12,Novavax,308627
European Union,2023-04-12,Oxford/AstraZeneca,67164269
European Union,2023-04-12,Pfizer/BioNTech,668260270
European Union,2023-04-12,Sanofi/GSK,5017
European Union,2023-04-12,Sinopharm/Beijing,2320600
European Union,2023-04-12,Sinovac,10363
European Union,2023-04-12,Sputnik V,1845403
European Union,2023-04-12,Valneva,10154
European Union,2023-04-13,Covaxin,169
European Union,2023-04-13,Johnson&Johnson,18695584
European Union,2023-04-13,Moderna,155096832
European Union,2023-04-13,Novavax,308632
European Union,2023-04-13,Oxford/AstraZeneca,67164269
European Union,2023-04-13,Pfizer/BioNTech,668262436
European Union,2023-04-13,Sanofi/GSK,5034
European Union,2023-04-13,Sinopharm/Beijing,2320600
European Union,2023-04-13,Sinovac,10363
European Union,2023-04-13,Sputnik V,1845403
European Union,2023-04-13,Valneva,10154
European Union,2023-04-14,Covaxin,169
European Union,2023-04-14,Johnson&Johnson,18695992
European Union,2023-04-14,Moderna,155331377
European Union,2023-04-14,Novavax,308687
European Union,2023-04-14,Oxford/AstraZeneca,67164270
European Union,2023-04-14,Pfizer/BioNTech,668291409
European Union,2023-04-14,Sanofi/GSK,5064
European Union,2023-04-14,Sinopharm/Beijing,2320606
European Union,2023-04-14,Sinovac,10363
European Union,2023-04-14,Sputnik V,1845403
European Union,2023-04-14,Valneva,10159
European Union,2023-04-15,Covaxin,169
European Union,2023-04-15,Johnson&Johnson,18695992
European Union,2023-04-15,Moderna,155331475
European Union,2023-04-15,Novavax,308698
European Union,2023-04-15,Oxford/AstraZeneca,67164270
European Union,2023-04-15,Pfizer/BioNTech,668292427
European Union,2023-04-15,Sanofi/GSK,5074
European Union,2023-04-15,Sinopharm/Beijing,2320606
European Union,2023-04-15,Sinovac,10363
European Union,2023-04-15,Sputnik V,1845403
European Union,2023-04-15,Valneva,10159
European Union,2023-04-16,Covaxin,169
European Union,2023-04-16,Johnson&Johnson,18695992
European Union,2023-04-16,Moderna,155331479
European Union,2023-04-16,Novavax,308700
European Union,2023-04-16,Oxford/AstraZeneca,67164270
European Union,2023-04-16,Pfizer/BioNTech,668292523
European Union,2023-04-16,Sanofi/GSK,5076
European Union,2023-04-16,Sinopharm/Beijing,2320606
European Union,2023-04-16,Sinovac,10363
European Union,2023-04-16,Sputnik V,1845403
European Union,2023-04-16,Valneva,10159
European Union,2023-04-17,Covaxin,169
European Union,2023-04-17,Johnson&Johnson,18695992
European Union,2023-04-17,Moderna,155331684
European Union,2023-04-17,Novavax,308715
European Union,2023-04-17,Oxford/AstraZeneca,67164270
European Union,2023-04-17,Pfizer/BioNTech,668294351
European Union,2023-04-17,Sanofi/GSK,5081
European Union,2023-04-17,Sinopharm/Beijing,2320606
European Union,2023-04-17,Sinovac,10363
European Union,2023-04-17,Sputnik V,1845403
European Union,2023-04-17,Valneva,10159
European Union,2023-04-18,Covaxin,169
European Union,2023-04-18,Johnson&Johnson,18695992
European Union,2023-04-18,Moderna,155331889
European Union,2023-04-18,Novavax,308721
European Union,2023-04-18,Oxford/AstraZeneca,67164270
European Union,2023-04-18,Pfizer/BioNTech,668296791
European Union,2023-04-18,Sanofi/GSK,5094
European Union,2023-04-18,Sinopharm/Beijing,2320606
European Union,2023-04-18,Sinovac,10363
European Union,2023-04-18,Sputnik V,1845403
European Union,2023-04-18,Valneva,10159
European Union,2023-04-19,Covaxin,169
European Union,2023-04-19,Johnson&Johnson,18695994
European Union,2023-04-19,Moderna,155332073
European Union,2023-04-19,Novavax,308725
European Union,2023-04-19,Oxford/AstraZeneca,67164270
European Union,2023-04-19,Pfizer/BioNTech,668298625
European Union,2023-04-19,Sanofi/GSK,5095
European Union,2023-04-19,Sinopharm/Beijing,2320606
European Union,2023-04-19,Sinovac,10363
European Union,2023-04-19,Sputnik V,1845403
European Union,2023-04-19,Valneva,10159
European Union,2023-04-20,Covaxin,169
European Union,2023-04-20,Johnson&Johnson,18695998
European Union,2023-04-20,Moderna,155332256
European Union,2023-04-20,Novavax,308734
European Union,2023-04-20,Oxford/AstraZeneca,67164270
European Union,2023-04-20,Pfizer/BioNTech,668300732
European Union,2023-04-20,Sanofi/GSK,5101
European Union,2023-04-20,Sinopharm/Beijing,2320606
European Union,2023-04-20,Sinovac,10363
European Union,2023-04-20,Sputnik V,1845403
European Union,2023-04-20,Valneva,10159
European Union,2023-04-21,Covaxin,169
European Union,2023-04-21,Johnson&Johnson,18696527
European Union,2023-04-21,Moderna,155336013
European Union,2023-04-21,Novavax,308783
European Union,2023-04-21,Oxford/AstraZeneca,67164273
European Union,2023-04-21,Pfizer/BioNTech,667180753
European Union,2023-04-21,Sanofi/GSK,5128
European Union,2023-04-21,Sinopharm/Beijing,2320607
European Union,2023-04-21,Sinovac,10363
European Union,2023-04-21,Sputnik V,1845403
European Union,2023-04-21,Valneva,10167
European Union,2023-04-22,Covaxin,169
European Union,2023-04-22,Johnson&Johnson,18696527
European Union,2023-04-22,Moderna,155336122
European Union,2023-04-22,Novavax,308792
European Union,2023-04-22,Oxford/AstraZeneca,67164273
European Union,2023-04-22,Pfizer/BioNTech,667181467
European Union,2023-04-22,Sanofi/GSK,5132
European Union,2023-04-22,Sinopharm/Beijing,2320607
European Union,2023-04-22,Sinovac,10363
European Union,2023-04-22,Sputnik V,1845403
European Union,2023-04-22,Valneva,10167
European Union,2023-04-23,Covaxin,169
European Union,2023-04-23,Johnson&Johnson,18696528
European Union,2023-04-23,Moderna,155336125
European Union,2023-04-23,Novavax,308794
European Union,2023-04-23,Oxford/AstraZeneca,67164273
European Union,2023-04-23,Pfizer/BioNTech,667181517
European Union,2023-04-23,Sanofi/GSK,5132
European Union,2023-04-23,Sinopharm/Beijing,2320607
European Union,2023-04-23,Sinovac,10363
European Union,2023-04-23,Sputnik V,1845403
European Union,2023-04-23,Valneva,10167
European Union,2023-04-24,Covaxin,169
European Union,2023-04-24,Johnson&Johnson,18696531
European Union,2023-04-24,Moderna,155336291
European Union,2023-04-24,Novavax,308806
European Union,2023-04-24,Oxford/AstraZeneca,67164273
European Union,2023-04-24,Pfizer/BioNTech,667182880
European Union,2023-04-24,Sanofi/GSK,5133
European Union,2023-04-24,Sinopharm/Beijing,2320607
European Union,2023-04-24,Sinovac,10363
European Union,2023-04-24,Sputnik V,1845403
European Union,2023-04-24,Valneva,10167
European Union,2023-04-25,Covaxin,169
European Union,2023-04-25,Johnson&Johnson,18696532
European Union,2023-04-25,Moderna,155336375
European Union,2023-04-25,Novavax,308814
European Union,2023-04-25,Oxford/AstraZeneca,67164273
European Union,2023-04-25,Pfizer/BioNTech,667184332
European Union,2023-04-25,Sanofi/GSK,5134
European Union,2023-04-25,Sinopharm/Beijing,2320607
European Union,2023-04-25,Sinovac,10363
European Union,2023-04-25,Sputnik V,1845403
European Union,2023-04-25,Valneva,10167
European Union,2023-04-26,Covaxin,169
European Union,2023-04-26,Johnson&Johnson,18696532
European Union,2023-04-26,Moderna,155336594
European Union,2023-04-26,Novavax,308827
European Union,2023-04-26,Oxford/AstraZeneca,67164273
European Union,2023-04-26,Pfizer/BioNTech,667185825
European Union,2023-04-26,Sanofi/GSK,5138
European Union,2023-04-26,Sinopharm/Beijing,2320607
European Union,2023-04-26,Sinovac,10363
European Union,2023-04-26,Sputnik V,1845403
European Union,2023-04-26,Valneva,10167
European Union,2023-04-27,Covaxin,169
European Union,2023-04-27,Johnson&Johnson,18696535
European Union,2023-04-27,Moderna,155336768
European Union,2023-04-27,Novavax,308846
European Union,2023-04-27,Oxford/AstraZeneca,67164273
European Union,2023-04-27,Pfizer/BioNTech,667187720
European Union,2023-04-27,Sanofi/GSK,5146
European Union,2023-04-27,Sinopharm/Beijing,2320607
European Union,2023-04-27,Sinovac,10363
European Union,2023-04-27,Sputnik V,1845403
European Union,2023-04-27,Valneva,10167
European Union,2023-04-28,Covaxin,169
European Union,2023-04-28,Johnson&Johnson,18697106
European Union,2023-04-28,Moderna,153220113
European Union,2023-04-28,Novavax,308894
European Union,2023-04-28,Oxford/AstraZeneca,67164275
European Union,2023-04-28,Pfizer/BioNTech,667216594
European Union,2023-04-28,Sanofi/GSK,5156
European Union,2023-04-28,Sinopharm/Beijing,2320607
European Union,2023-04-28,Sinovac,10363
European Union,2023-04-28,Sputnik V,1845403
European Union,2023-04-28,Valneva,10168
European Union,2023-04-29,Covaxin,169
European Union,2023-04-29,Johnson&Johnson,18697106
European Union,2023-04-29,Moderna,153220187
European Union,2023-04-29,Novavax,308906
European Union,2023-04-29,Oxford/AstraZeneca,67164275
European Union,2023-04-29,Pfizer/BioNTech,667217258
European Union,2023-04-29,Sanofi/GSK,5157
European Union,2023-04-29,Sinopharm/Beijing,2320607
European Union,2023-04-29,Sinovac,10363
European Union,2023-04-29,Sputnik V,1845403
European Union,2023-04-29,Valneva,10168
European Union,2023-04-30,Covaxin,169
European Union,2023-04-30,Johnson&Johnson,18697106
European Union,2023-04-30,Moderna,153220189
European Union,2023-04-30,Novavax,308906
European Union,2023-04-30,Oxford/AstraZeneca,67164275
European Union,2023-04-30,Pfizer/BioNTech,667217304
European Union,2023-04-30,Sanofi/GSK,5157
European Union,2023-04-30,Sinopharm/Beijing,2320607
European Union,2023-04-30,Sinovac,10363
European Union,2023-04-30,Sputnik V,1845403
European Union,2023-04-30,Valneva,10168
European Union,2023-05-01,Covaxin,169
European Union,2023-05-01,Johnson&Johnson,18697107
European Union,2023-05-01,Moderna,153220190
European Union,2023-05-01,Novavax,308906
European Union,2023-05-01,Oxford/AstraZeneca,67164275
European Union,2023-05-01,Pfizer/BioNTech,667217413
European Union,2023-05-01,Sanofi/GSK,5157
European Union,2023-05-01,Sinopharm/Beijing,2320607
European Union,2023-05-01,Sinovac,10363
European Union,2023-05-01,Sputnik V,1845403
European Union,2023-05-01,Valneva,10168
European Union,2023-05-02,Covaxin,169
European Union,2023-05-02,Johnson&Johnson,18697107
European Union,2023-05-02,Moderna,153220326
European Union,2023-05-02,Novavax,308917
European Union,2023-05-02,Oxford/AstraZeneca,67164275
European Union,2023-05-02,Pfizer/BioNTech,667219226
European Union,2023-05-02,Sanofi/GSK,5165
European Union,2023-05-02,Sinopharm/Beijing,2320607
European Union,2023-05-02,Sinovac,10363
European Union,2023-05-02,Sputnik V,1845403
European Union,2023-05-02,Valneva,10168
European Union,2023-05-03,Covaxin,169
European Union,2023-05-03,Johnson&Johnson,18697108
European Union,2023-05-03,Moderna,153220469
European Union,2023-05-03,Novavax,308925
European Union,2023-05-03,Oxford/AstraZeneca,67164275
European Union,2023-05-03,Pfizer/BioNTech,667220585
European Union,2023-05-03,Sanofi/GSK,5169
European Union,2023-05-03,Sinopharm/Beijing,2320607
European Union,2023-05-03,Sinovac,10363
European Union,2023-05-03,Sputnik V,1845403
European Union,2023-05-03,Valneva,10168
European Union,2023-05-04,Covaxin,169
European Union,2023-05-04,Johnson&Johnson,18697110
European Union,2023-05-04,Moderna,153220620
European Union,2023-05-04,Novavax,308939
European Union,2023-05-04,Oxford/AstraZeneca,67164275
European Union,2023-05-04,Pfizer/BioNTech,667222345
European Union,2023-05-04,Sanofi/GSK,5177
European Union,2023-05-04,Sinopharm/Beijing,2320607
European Union,2023-05-04,Sinovac,10363
European Union,2023-05-04,Sputnik V,1845403
European Union,2023-05-04,Valneva,10168
European Union,2023-05-05,Covaxin,169
European Union,2023-05-05,Johnson&Johnson,18697369
European Union,2023-05-05,Moderna,152994190
European Union,2023-05-05,Novavax,308977
European Union,2023-05-05,Oxford/AstraZeneca,67164275
European Union,2023-05-05,Pfizer/BioNTech,667245804
European Union,2023-05-05,Sanofi/GSK,5186
European Union,2023-05-05,Sinopharm/Beijing,2320607
European Union,2023-05-05,Sinovac,10364
European Union,2023-05-05,Sputnik V,1845403
European Union,2023-05-05,Valneva,10174
European Union,2023-05-06,Covaxin,169
European Union,2023-05-06,Johnson&Johnson,18697369
European Union,2023-05-06,Moderna,152994235
European Union,2023-05-06,Novavax,308981
European Union,2023-05-06,Oxford/AstraZeneca,67164275
European Union,2023-05-06,Pfizer/BioNTech,667246364
European Union,2023-05-06,Sanofi/GSK,5192
European Union,2023-05-06,Sinopharm/Beijing,2320607
European Union,2023-05-06,Sinovac,10364
European Union,2023-05-06,Sputnik V,1845403
European Union,2023-05-06,Valneva,10174
